ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Tarifa
7910,2023-10-09,VIX,BSB,1.8,157.29,283.12,0,Normal,15,89%,SkyFast Airlines,Flex
7911,2020-02-14,SDU,GRU,1.2,105.69,199.0,0,Alta,40,70%,SkyFast Airlines,Standard
7912,2020-08-08,CWB,FLN,1.1,99.0,199.0,0,Normal,12,77%,SkyFast Airlines,Promocional
7913,2023-05-21,FLN,GRU,2.0,227.76,341.64,0,Normal,45,89%,SkyFast Airlines,Flex
7914,2021-01-03,CGH,GRU,1.5,205.89,308.83,0,Alta,44,83%,SkyFast Airlines,Promocional
7915,2020-10-15,REC,VIX,2.0,167.16,250.74,0,Normal,1,71%,SkyFast Airlines,Standard
7916,2019-01-04,BSB,CGH,2.6,465.09,697.63,0,Alta,57,90%,SkyFast Airlines,Flex
7917,2020-07-22,VIX,POA,3.2,222.36,400.25,0,Alta,22,70%,SkyFast Airlines,Standard
7918,2022-02-12,SDU,CWB,1.4,283.52,425.28,0,Alta,40,92%,SkyFast Airlines,Promocional
7919,2022-04-05,FLN,BSB,2.0,339.82,509.73,0,Normal,28,95%,SkyFast Airlines,Promocional
7920,2023-05-08,FLN,SDU,1.5,211.16,316.74,0,Normal,35,95%,SkyFast Airlines,Standard
7921,2022-04-17,FOR,FLN,1.1,122.92,199.0,0,Normal,49,85%,SkyFast Airlines,Standard
7922,2023-06-03,BSB,CWB,2.4,277.44,499.39,0,Normal,59,91%,SkyFast Airlines,Standard
7923,2021-01-03,CGH,FLN,2.9,452.42,814.36,0,Alta,31,85%,SkyFast Airlines,Flex
7924,2023-08-09,CWB,REC,3.3,388.4,582.6,0,Normal,45,86%,SkyFast Airlines,Flex
7925,2022-05-08,CNF,FOR,1.9,176.7,265.05,0,Normal,26,86%,SkyFast Airlines,Standard
7926,2023-03-06,GRU,BSB,3.4,396.01,594.01,0,Normal,47,89%,SkyFast Airlines,Promocional
7927,2021-10-17,CNF,GRU,1.4,235.72,353.58,0,Normal,9,80%,SkyFast Airlines,Standard
7928,2024-01-19,VIX,FLN,2.3,365.75,548.62,0,Alta,39,86%,SkyFast Airlines,Promocional
7929,2023-12-28,BSB,REC,3.1,600.02,1080.04,0,Alta,18,89%,SkyFast Airlines,Standard
7930,2019-03-06,CGH,POA,1.9,145.67,262.21,0,Normal,4,94%,SkyFast Airlines,Flex
7931,2019-11-09,FOR,POA,2.2,378.58,567.87,0,Normal,56,87%,SkyFast Airlines,Standard
7932,2022-10-20,REC,GIG,1.9,200.39,300.58,0,Normal,42,94%,SkyFast Airlines,Promocional
7933,2023-08-10,REC,FOR,1.9,211.21,316.81,0,Normal,24,94%,SkyFast Airlines,Flex
7934,2021-08-03,GRU,FLN,2.0,312.83,563.09,0,Normal,39,77%,SkyFast Airlines,Promocional
7935,2023-10-24,CNF,BSB,1.9,168.3,252.45,0,Normal,6,91%,SkyFast Airlines,Flex
7936,2024-12-16,REC,CNF,1.4,198.9,298.35,0,Alta,36,88%,SkyFast Airlines,Standard
7937,2021-02-27,GIG,POA,2.7,469.22,703.83,0,Alta,9,81%,SkyFast Airlines,Promocional
7938,2022-01-05,CWB,REC,3.1,641.82,962.73,0,Alta,51,93%,SkyFast Airlines,Flex
7939,2023-07-23,FLN,VIX,3.3,494.76,890.57,0,Alta,16,89%,SkyFast Airlines,Standard
7940,2023-03-15,REC,FLN,1.7,166.25,299.25,0,Normal,34,85%,SkyFast Airlines,Standard
7941,2022-01-11,CWB,FOR,2.1,479.6,719.4,0,Alta,20,94%,SkyFast Airlines,Promocional
7942,2024-04-18,GRU,CGH,1.6,249.43,448.97,0,Normal,35,91%,SkyFast Airlines,Standard
7943,2024-04-28,CWB,VIX,3.3,467.38,841.28,0,Normal,32,93%,SkyFast Airlines,Flex
7944,2020-03-06,GIG,SSA,3.0,184.98,277.47,0,Normal,12,70%,SkyFast Airlines,Flex
7945,2022-01-27,CNF,SSA,1.6,245.74,442.33,0,Alta,18,88%,SkyFast Airlines,Flex
7946,2019-01-21,GRU,VIX,2.8,482.65,723.97,0,Alta,43,89%,SkyFast Airlines,Flex
7947,2022-09-24,SSA,CWB,1.2,112.96,203.33,0,Normal,43,85%,SkyFast Airlines,Promocional
7948,2022-04-08,SSA,VIX,1.4,169.13,253.69,0,Normal,40,95%,SkyFast Airlines,Flex
7949,2019-08-14,POA,BSB,2.1,344.34,619.81,0,Normal,16,88%,SkyFast Airlines,Standard
7950,2022-05-07,GIG,REC,2.2,337.11,505.67,0,Normal,47,91%,SkyFast Airlines,Flex
7951,2023-08-22,REC,GIG,1.0,189.15,340.47,0,Normal,14,85%,SkyFast Airlines,Promocional
7952,2021-07-19,FOR,CNF,2.8,354.69,638.44,0,Alta,42,86%,SkyFast Airlines,Promocional
7953,2019-03-28,SDU,FOR,1.6,134.2,241.56,0,Normal,11,91%,SkyFast Airlines,Standard
7954,2024-12-25,REC,BSB,3.3,383.77,575.65,0,Alta,13,94%,SkyFast Airlines,Promocional
7955,2021-02-03,GIG,BSB,1.6,212.54,318.81,0,Alta,40,79%,SkyFast Airlines,Flex
7956,2023-03-12,CWB,CGH,1.8,253.01,379.51,0,Normal,47,89%,SkyFast Airlines,Flex
7957,2019-08-16,CGH,GIG,1.1,185.23,277.84,0,Normal,55,92%,SkyFast Airlines,Flex
7958,2022-05-12,SDU,GRU,1.8,214.95,322.42,0,Normal,54,88%,SkyFast Airlines,Flex
7959,2024-07-04,SSA,CWB,1.4,224.27,336.41,0,Alta,9,89%,SkyFast Airlines,Flex
7960,2022-08-25,SDU,FLN,2.1,256.86,462.35,0,Normal,5,92%,SkyFast Airlines,Flex
7961,2024-07-21,GRU,REC,1.4,198.12,356.62,0,Alta,16,93%,SkyFast Airlines,Flex
7962,2023-09-14,VIX,GIG,2.0,309.83,464.75,0,Normal,12,90%,SkyFast Airlines,Flex
7963,2023-02-20,REC,FOR,2.7,466.65,699.97,0,Alta,3,95%,SkyFast Airlines,Standard
7964,2022-02-18,SSA,CNF,1.2,125.6,199.0,0,Alta,24,90%,SkyFast Airlines,Flex
7965,2019-07-09,CGH,FOR,3.0,459.79,689.69,0,Alta,26,85%,SkyFast Airlines,Promocional
7966,2022-04-12,CGH,VIX,1.5,257.95,386.92,0,Normal,16,92%,SkyFast Airlines,Flex
7967,2023-02-10,GIG,SSA,1.3,297.62,446.43,0,Alta,15,95%,SkyFast Airlines,Promocional
7968,2023-02-16,GRU,CNF,1.5,245.67,368.5,0,Alta,6,89%,SkyFast Airlines,Flex
7969,2023-09-15,REC,BSB,2.9,502.48,753.72,0,Normal,53,90%,SkyFast Airlines,Promocional
7970,2021-04-17,CWB,CGH,2.7,237.22,355.83,0,Normal,60,85%,SkyFast Airlines,Promocional
7971,2019-07-13,FOR,SDU,2.6,378.51,681.32,0,Alta,47,87%,SkyFast Airlines,Flex
7972,2022-10-04,REC,FLN,2.7,274.95,412.42,0,Normal,14,91%,SkyFast Airlines,Promocional
7973,2023-07-13,REC,VIX,1.9,287.64,431.46,0,Alta,49,85%,SkyFast Airlines,Standard
7974,2022-01-13,FOR,POA,1.6,255.35,383.02,0,Alta,24,90%,SkyFast Airlines,Promocional
7975,2022-05-05,CGH,POA,2.2,224.93,337.39,0,Normal,14,94%,SkyFast Airlines,Flex
7976,2021-03-17,VIX,SDU,2.9,273.93,410.89,0,Normal,22,88%,SkyFast Airlines,Flex
7977,2022-07-27,FLN,SSA,3.5,519.0,778.5,0,Alta,43,89%,SkyFast Airlines,Promocional
7978,2021-09-05,SSA,SDU,2.7,373.74,560.61,0,Normal,10,88%,SkyFast Airlines,Standard
7979,2022-07-25,POA,FLN,1.1,118.77,199.0,0,Alta,41,91%,SkyFast Airlines,Standard
7980,2023-07-07,SSA,REC,1.9,247.74,445.93,0,Alta,38,92%,SkyFast Airlines,Promocional
7981,2023-03-23,VIX,FLN,2.9,514.12,771.18,0,Normal,17,89%,SkyFast Airlines,Flex
7982,2022-11-03,CGH,CWB,2.9,480.5,720.75,0,Normal,12,94%,SkyFast Airlines,Standard
7983,2024-09-01,VIX,SSA,3.2,271.97,489.55,0,Normal,34,92%,SkyFast Airlines,Promocional
7984,2019-12-04,CGH,SSA,1.1,170.64,307.15,0,Alta,57,85%,SkyFast Airlines,Flex
7985,2023-06-27,FOR,SDU,2.1,213.17,319.75,0,Normal,33,85%,SkyFast Airlines,Flex
7986,2019-11-20,SSA,VIX,3.4,627.66,1129.79,0,Normal,13,86%,SkyFast Airlines,Promocional
7987,2024-08-15,CNF,BSB,2.4,219.34,329.01,0,Normal,28,86%,SkyFast Airlines,Promocional
7988,2023-08-05,REC,VIX,3.3,580.69,1045.24,0,Normal,60,95%,SkyFast Airlines,Promocional
7989,2021-07-28,REC,SSA,2.8,370.77,556.15,0,Alta,48,85%,SkyFast Airlines,Standard
7990,2021-01-28,SDU,GRU,1.4,189.0,283.5,0,Alta,10,83%,SkyFast Airlines,Flex
7991,2021-01-24,CNF,VIX,1.6,236.72,355.08,0,Alta,48,76%,SkyFast Airlines,Flex
7992,2022-01-12,BSB,CGH,2.6,461.72,692.58,0,Alta,60,85%,SkyFast Airlines,Promocional
7993,2021-12-20,BSB,CNF,2.1,364.09,655.36,0,Alta,47,88%,SkyFast Airlines,Promocional
7994,2020-04-11,CWB,VIX,2.0,248.67,447.61,0,Normal,27,80%,SkyFast Airlines,Promocional
7995,2024-04-20,FLN,REC,2.2,351.4,527.1,0,Normal,35,94%,SkyFast Airlines,Flex
7996,2024-03-11,CWB,SSA,3.5,396.1,594.15,0,Normal,7,90%,SkyFast Airlines,Standard
7997,2024-03-27,CWB,VIX,2.0,287.99,431.99,0,Normal,39,88%,SkyFast Airlines,Standard
7998,2022-10-23,REC,FLN,2.2,274.16,411.24,0,Normal,12,89%,SkyFast Airlines,Promocional
7999,2024-08-21,SDU,SSA,2.3,207.52,311.28,0,Normal,53,87%,SkyFast Airlines,Promocional
8000,2024-08-01,GRU,SSA,2.4,410.64,615.96,0,Normal,15,86%,SkyFast Airlines,Standard
8001,2019-06-23,BSB,CGH,3.4,540.29,810.43,0,Normal,31,91%,SkyFast Airlines,Standard
8002,2024-02-03,CGH,SDU,2.2,413.45,620.17,0,Alta,37,90%,SkyFast Airlines,Promocional
8003,2023-12-19,REC,CGH,3.5,716.42,1074.63,0,Alta,36,87%,SkyFast Airlines,Flex
8004,2024-07-11,SSA,FLN,3.3,720.27,1296.49,0,Alta,39,92%,SkyFast Airlines,Promocional
8005,2021-11-20,VIX,GRU,3.4,400.5,720.9,0,Normal,9,77%,SkyFast Airlines,Standard
8006,2022-04-13,POA,CGH,3.3,296.07,444.11,0,Normal,56,92%,SkyFast Airlines,Promocional
8007,2019-12-24,CWB,FOR,2.2,432.59,778.66,0,Alta,53,88%,SkyFast Airlines,Flex
8008,2022-11-02,CGH,BSB,1.9,306.59,459.88,0,Normal,35,88%,SkyFast Airlines,Promocional
8009,2022-03-01,SDU,SSA,2.3,252.32,378.48,0,Normal,57,95%,SkyFast Airlines,Promocional
8010,2022-06-08,VIX,GRU,1.0,99.0,199.0,0,Normal,24,90%,SkyFast Airlines,Flex
8011,2020-01-19,CWB,SSA,1.3,130.28,199.0,0,Alta,15,75%,SkyFast Airlines,Flex
8012,2024-08-14,BSB,VIX,1.0,131.83,199.0,0,Normal,40,88%,SkyFast Airlines,Standard
8013,2019-08-14,REC,GRU,3.4,272.91,409.37,0,Normal,28,88%,SkyFast Airlines,Promocional
8014,2021-04-27,CGH,FLN,3.3,253.69,456.64,0,Normal,35,87%,SkyFast Airlines,Standard
8015,2022-07-02,CNF,FLN,2.4,376.28,564.42,0,Alta,60,92%,SkyFast Airlines,Promocional
8016,2024-01-14,BSB,FOR,3.2,380.03,570.04,0,Alta,21,92%,SkyFast Airlines,Flex
8017,2021-04-06,CWB,GRU,3.5,345.84,518.76,0,Normal,11,88%,SkyFast Airlines,Flex
8018,2022-09-28,REC,GIG,2.0,301.79,543.22,0,Normal,36,87%,SkyFast Airlines,Promocional
8019,2021-10-02,POA,REC,3.0,256.32,384.48,0,Normal,43,85%,SkyFast Airlines,Promocional
8020,2019-09-14,CGH,BSB,2.7,340.77,511.15,0,Normal,19,91%,SkyFast Airlines,Promocional
8021,2020-06-27,GIG,BSB,2.1,153.18,275.72,0,Normal,6,64%,SkyFast Airlines,Standard
8022,2023-03-03,VIX,CGH,2.1,365.93,548.89,0,Normal,25,95%,SkyFast Airlines,Promocional
8023,2020-02-20,CNF,FOR,3.5,329.64,494.46,0,Alta,24,73%,SkyFast Airlines,Flex
8024,2019-09-23,BSB,REC,3.5,433.05,649.58,0,Normal,24,89%,SkyFast Airlines,Promocional
8025,2023-12-07,GIG,FOR,2.1,352.75,634.95,0,Alta,47,89%,SkyFast Airlines,Promocional
8026,2021-01-08,SSA,FOR,2.6,349.77,524.65,0,Alta,5,76%,SkyFast Airlines,Promocional
8027,2019-12-17,GIG,GRU,2.3,285.37,428.06,0,Alta,40,95%,SkyFast Airlines,Flex
8028,2024-02-21,BSB,CGH,3.0,605.59,1090.06,0,Alta,4,87%,SkyFast Airlines,Flex
8029,2022-03-07,SDU,SSA,3.4,340.89,511.33,0,Normal,59,95%,SkyFast Airlines,Standard
8030,2022-09-11,FLN,GIG,2.0,257.16,462.89,0,Normal,30,91%,SkyFast Airlines,Flex
8031,2019-07-28,GRU,GIG,3.0,479.99,719.99,0,Alta,8,89%,SkyFast Airlines,Standard
8032,2022-05-25,VIX,FLN,1.4,159.65,239.48,0,Normal,20,85%,SkyFast Airlines,Promocional
8033,2022-01-03,FLN,GRU,3.4,404.58,606.87,0,Alta,47,91%,SkyFast Airlines,Promocional
8034,2022-06-14,SSA,BSB,1.7,192.97,289.45,0,Normal,26,95%,SkyFast Airlines,Flex
8035,2022-03-05,SSA,GIG,2.2,343.69,515.53,0,Normal,6,92%,SkyFast Airlines,Standard
8036,2019-09-22,FLN,CWB,2.1,260.51,390.76,0,Normal,45,86%,SkyFast Airlines,Flex
8037,2021-08-21,FOR,VIX,1.2,102.31,199.0,0,Normal,60,89%,SkyFast Airlines,Flex
8038,2020-11-05,FLN,REC,1.1,99.0,199.0,0,Normal,36,72%,SkyFast Airlines,Flex
8039,2024-10-19,GRU,SSA,2.7,205.69,370.24,0,Normal,35,86%,SkyFast Airlines,Promocional
8040,2024-05-07,FOR,CNF,2.1,310.71,466.06,0,Normal,24,88%,SkyFast Airlines,Flex
8041,2023-09-02,POA,VIX,1.6,197.48,296.22,0,Normal,16,89%,SkyFast Airlines,Flex
8042,2024-04-10,FLN,POA,2.6,354.52,531.78,0,Normal,56,88%,SkyFast Airlines,Flex
8043,2021-05-14,FLN,REC,1.9,172.83,259.25,0,Normal,57,89%,SkyFast Airlines,Promocional
8044,2023-01-04,VIX,SSA,2.7,379.96,683.93,0,Alta,12,93%,SkyFast Airlines,Promocional
8045,2021-06-08,GIG,CGH,3.3,242.34,363.51,0,Normal,47,85%,SkyFast Airlines,Flex
8046,2022-07-22,GIG,REC,2.2,319.93,479.89,0,Alta,54,92%,SkyFast Airlines,Flex
8047,2020-05-04,BSB,FLN,2.8,206.85,310.27,0,Normal,36,80%,SkyFast Airlines,Promocional
8048,2021-02-08,CWB,REC,2.6,455.59,683.38,0,Alta,20,78%,SkyFast Airlines,Promocional
8049,2019-07-22,SSA,FOR,3.5,672.64,1008.96,0,Alta,39,89%,SkyFast Airlines,Flex
8050,2023-11-09,BSB,SSA,2.2,367.27,661.09,0,Normal,27,95%,SkyFast Airlines,Promocional
8051,2022-06-15,BSB,CNF,2.3,280.7,505.26,0,Normal,7,87%,SkyFast Airlines,Flex
8052,2024-02-17,GRU,FLN,3.0,338.24,507.36,0,Alta,56,94%,SkyFast Airlines,Standard
8053,2023-08-05,REC,BSB,2.5,242.7,436.86,0,Normal,10,94%,SkyFast Airlines,Standard
8054,2022-05-16,FLN,FOR,2.3,168.6,252.9,0,Normal,21,86%,SkyFast Airlines,Promocional
8055,2020-04-20,SSA,BSB,3.3,405.13,607.69,0,Normal,55,74%,SkyFast Airlines,Flex
8056,2023-03-01,CWB,SSA,1.5,223.05,334.58,0,Normal,2,90%,SkyFast Airlines,Standard
8057,2022-02-03,FOR,SDU,2.4,439.36,790.85,0,Alta,12,89%,SkyFast Airlines,Promocional
8058,2023-01-09,FLN,SDU,1.3,174.33,261.5,0,Alta,41,87%,SkyFast Airlines,Promocional
8059,2022-02-01,VIX,FLN,2.9,612.24,918.36,0,Alta,45,94%,SkyFast Airlines,Promocional
8060,2024-10-13,CWB,GRU,1.1,104.98,199.0,0,Normal,26,93%,SkyFast Airlines,Flex
8061,2021-12-22,VIX,GIG,2.1,421.6,632.4,0,Alta,14,76%,SkyFast Airlines,Flex
8062,2022-02-20,SSA,CGH,1.4,172.64,258.96,0,Alta,1,95%,SkyFast Airlines,Standard
8063,2023-04-21,SDU,BSB,3.3,472.07,708.11,0,Normal,41,86%,SkyFast Airlines,Standard
8064,2020-05-14,GRU,CNF,3.0,195.56,293.34,0,Normal,19,75%,SkyFast Airlines,Promocional
8065,2023-06-05,CWB,GRU,1.9,217.83,326.75,0,Normal,31,86%,SkyFast Airlines,Promocional
8066,2021-03-05,CNF,SDU,2.4,316.58,569.84,0,Normal,7,78%,SkyFast Airlines,Standard
8067,2023-12-08,VIX,GIG,1.9,294.11,529.4,0,Alta,57,95%,SkyFast Airlines,Flex
8068,2019-11-03,SSA,FOR,1.5,141.94,212.91,0,Normal,15,86%,SkyFast Airlines,Standard
8069,2019-02-28,REC,FOR,3.3,697.53,1046.3,0,Alta,41,88%,SkyFast Airlines,Flex
8070,2020-06-26,CWB,SDU,2.1,126.91,199.0,0,Normal,13,71%,SkyFast Airlines,Standard
8071,2019-09-20,FOR,SDU,1.6,241.46,362.19,0,Normal,18,90%,SkyFast Airlines,Standard
8072,2024-08-01,FOR,GIG,1.8,282.16,507.89,0,Normal,1,95%,SkyFast Airlines,Standard
8073,2022-01-09,CGH,FLN,3.1,417.38,626.07,0,Alta,2,93%,SkyFast Airlines,Standard
8074,2023-06-14,SSA,FLN,1.8,226.99,408.58,0,Normal,50,86%,SkyFast Airlines,Promocional
8075,2022-08-13,FLN,REC,3.1,519.39,779.09,0,Normal,11,93%,SkyFast Airlines,Standard
8076,2021-08-11,CGH,BSB,3.3,378.07,567.11,0,Normal,7,86%,SkyFast Airlines,Flex
8077,2022-11-10,GRU,GIG,2.4,319.63,479.44,0,Normal,12,94%,SkyFast Airlines,Standard
8078,2021-10-01,REC,GIG,3.4,268.42,402.63,0,Normal,3,84%,SkyFast Airlines,Flex
8079,2024-11-01,GRU,REC,1.7,313.2,469.8,0,Normal,45,89%,SkyFast Airlines,Promocional
8080,2021-10-24,GRU,BSB,1.5,131.96,199.0,0,Normal,25,88%,SkyFast Airlines,Flex
8081,2021-01-05,FOR,CGH,3.2,559.1,1006.38,0,Alta,33,82%,SkyFast Airlines,Flex
8082,2024-04-10,FOR,GRU,1.6,175.06,262.59,0,Normal,6,93%,SkyFast Airlines,Promocional
8083,2020-01-24,FLN,POA,2.5,248.73,373.09,0,Alta,40,74%,SkyFast Airlines,Promocional
8084,2021-07-22,SSA,CGH,3.1,411.55,617.33,0,Alta,24,89%,SkyFast Airlines,Standard
8085,2022-03-13,GIG,CGH,3.1,377.33,679.19,0,Normal,4,92%,SkyFast Airlines,Standard
8086,2022-07-16,CWB,CGH,3.1,533.28,799.92,0,Alta,51,94%,SkyFast Airlines,Standard
8087,2021-05-21,CGH,GIG,3.1,366.09,549.13,0,Normal,24,88%,SkyFast Airlines,Flex
8088,2022-12-06,VIX,CGH,2.1,213.36,320.04,0,Alta,48,85%,SkyFast Airlines,Promocional
8089,2020-11-28,BSB,CWB,1.1,99.0,199.0,0,Normal,43,63%,SkyFast Airlines,Flex
8090,2021-07-25,GIG,FLN,3.3,694.12,1041.18,0,Alta,2,79%,SkyFast Airlines,Promocional
8091,2023-04-23,GRU,BSB,1.9,228.24,342.36,0,Normal,45,87%,SkyFast Airlines,Standard
8092,2020-03-15,CGH,GRU,2.8,361.32,541.98,0,Normal,51,75%,SkyFast Airlines,Standard
8093,2019-02-28,CNF,SDU,2.9,669.59,1004.38,0,Alta,1,86%,SkyFast Airlines,Standard
8094,2023-01-07,FOR,SSA,3.1,333.76,600.77,0,Alta,10,95%,SkyFast Airlines,Standard
8095,2023-12-10,REC,POA,3.0,325.01,487.51,0,Alta,53,93%,SkyFast Airlines,Promocional
8096,2023-08-12,FLN,SSA,2.1,217.34,326.01,0,Normal,34,85%,SkyFast Airlines,Flex
8097,2019-05-16,GRU,CWB,2.2,276.87,415.31,0,Normal,53,88%,SkyFast Airlines,Flex
8098,2020-01-19,CWB,SDU,2.3,369.78,554.67,0,Alta,30,76%,SkyFast Airlines,Standard
8099,2023-01-25,SDU,VIX,3.1,379.42,569.13,0,Alta,22,92%,SkyFast Airlines,Flex
8100,2021-07-25,FOR,CGH,1.6,140.92,211.38,0,Alta,28,79%,SkyFast Airlines,Standard
8101,2024-10-11,FOR,SDU,2.1,362.35,543.53,0,Normal,32,86%,SkyFast Airlines,Promocional
8102,2024-01-24,CGH,REC,2.9,618.01,1112.42,0,Alta,32,95%,SkyFast Airlines,Standard
8103,2024-01-08,FOR,SSA,1.2,139.4,250.92,0,Alta,42,88%,SkyFast Airlines,Flex
8104,2024-09-17,BSB,REC,2.0,234.87,352.31,0,Normal,34,94%,SkyFast Airlines,Flex
8105,2024-11-19,GIG,REC,1.1,173.85,260.77,0,Normal,9,95%,SkyFast Airlines,Standard
8106,2021-02-13,SSA,CGH,1.9,160.83,241.25,0,Alta,9,83%,SkyFast Airlines,Standard
8107,2024-07-14,CNF,GRU,1.1,173.75,312.75,0,Alta,30,86%,SkyFast Airlines,Promocional
8108,2022-10-12,SDU,CGH,2.6,320.26,480.39,0,Normal,13,85%,SkyFast Airlines,Flex
8109,2020-01-18,BSB,SDU,1.5,204.17,306.25,0,Alta,4,77%,SkyFast Airlines,Standard
8110,2022-11-03,BSB,FOR,1.3,117.42,211.36,0,Normal,47,89%,SkyFast Airlines,Standard
8111,2023-07-08,REC,BSB,1.5,219.27,328.91,0,Alta,28,94%,SkyFast Airlines,Flex
8112,2024-06-20,POA,BSB,1.8,189.57,284.36,0,Normal,10,93%,SkyFast Airlines,Promocional
8113,2022-10-08,GRU,CGH,1.9,295.8,532.44,0,Normal,37,93%,SkyFast Airlines,Flex
8114,2019-08-23,FLN,BSB,1.2,197.54,296.31,0,Normal,20,87%,SkyFast Airlines,Flex
8115,2021-04-16,BSB,GRU,1.8,184.03,331.25,0,Normal,52,81%,SkyFast Airlines,Standard
8116,2021-09-18,GRU,BSB,2.8,371.09,556.63,0,Normal,26,76%,SkyFast Airlines,Promocional
8117,2019-05-12,REC,FLN,1.9,292.77,526.99,0,Normal,11,91%,SkyFast Airlines,Flex
8118,2021-09-08,BSB,CNF,2.9,428.39,771.1,0,Normal,11,83%,SkyFast Airlines,Standard
8119,2023-06-01,SDU,BSB,1.3,239.87,359.81,0,Normal,12,85%,SkyFast Airlines,Flex
8120,2022-06-23,POA,CWB,2.9,371.33,557.0,0,Normal,30,95%,SkyFast Airlines,Standard
8121,2019-03-12,BSB,POA,1.1,108.23,199.0,0,Normal,15,94%,SkyFast Airlines,Promocional
8122,2022-02-07,CNF,BSB,1.8,348.18,522.27,0,Alta,26,86%,SkyFast Airlines,Standard
8123,2022-10-21,REC,BSB,2.8,475.33,713.0,0,Normal,55,89%,SkyFast Airlines,Standard
8124,2024-01-27,FOR,SDU,1.7,232.92,419.26,0,Alta,55,92%,SkyFast Airlines,Promocional
8125,2023-01-09,VIX,GRU,1.1,199.17,298.75,0,Alta,25,91%,SkyFast Airlines,Promocional
8126,2024-09-08,SSA,REC,1.8,191.58,287.37,0,Normal,14,90%,SkyFast Airlines,Flex
8127,2021-04-08,BSB,FLN,1.5,157.84,284.11,0,Normal,49,88%,SkyFast Airlines,Flex
8128,2022-03-16,BSB,CWB,1.8,178.24,320.83,0,Normal,14,92%,SkyFast Airlines,Standard
8129,2019-11-15,POA,FLN,2.4,318.69,478.03,0,Normal,55,91%,SkyFast Airlines,Standard
8130,2022-04-18,SSA,BSB,1.2,141.82,212.73,0,Normal,53,89%,SkyFast Airlines,Standard
8131,2022-06-02,CNF,CGH,2.6,351.78,633.2,0,Normal,45,86%,SkyFast Airlines,Standard
8132,2021-04-23,SDU,GIG,2.9,328.88,493.32,0,Normal,26,90%,SkyFast Airlines,Standard
8133,2020-02-06,SDU,VIX,2.0,259.94,389.91,0,Alta,15,72%,SkyFast Airlines,Standard
8134,2019-01-03,GIG,VIX,3.0,610.53,915.79,0,Alta,12,87%,SkyFast Airlines,Flex
8135,2019-11-11,CWB,CNF,1.9,302.17,543.91,0,Normal,48,91%,SkyFast Airlines,Promocional
8136,2019-02-19,CGH,GIG,1.3,301.19,451.78,0,Alta,59,93%,SkyFast Airlines,Promocional
8137,2024-06-27,VIX,CNF,1.2,118.55,199.0,0,Normal,26,89%,SkyFast Airlines,Flex
8138,2019-01-02,GRU,CWB,2.3,348.28,522.42,0,Alta,53,92%,SkyFast Airlines,Promocional
8139,2023-11-15,GRU,VIX,1.8,309.4,556.92,0,Normal,36,92%,SkyFast Airlines,Flex
8140,2023-11-16,FOR,CWB,1.4,227.02,408.64,0,Normal,47,89%,SkyFast Airlines,Promocional
8141,2023-12-27,CNF,FLN,2.4,511.09,766.63,0,Alta,3,94%,SkyFast Airlines,Promocional
8142,2024-04-06,SDU,CGH,3.1,412.41,618.62,0,Normal,33,88%,SkyFast Airlines,Standard
8143,2023-02-14,SDU,FOR,2.4,577.53,1039.55,0,Alta,39,91%,SkyFast Airlines,Promocional
8144,2020-02-10,FLN,CWB,1.9,251.7,377.55,0,Alta,49,68%,SkyFast Airlines,Flex
8145,2024-06-11,CWB,REC,2.1,345.26,517.89,0,Normal,22,87%,SkyFast Airlines,Promocional
8146,2020-08-20,POA,GRU,1.9,226.24,339.36,0,Normal,10,62%,SkyFast Airlines,Promocional
8147,2023-07-07,GRU,GIG,3.5,781.51,1172.26,0,Alta,19,85%,SkyFast Airlines,Standard
8148,2023-07-04,VIX,BSB,1.4,231.92,347.88,0,Alta,29,89%,SkyFast Airlines,Promocional
8149,2019-01-18,REC,CGH,2.3,416.41,624.62,0,Alta,36,90%,SkyFast Airlines,Promocional
8150,2024-03-01,GIG,VIX,1.6,185.63,278.44,0,Normal,53,90%,SkyFast Airlines,Flex
8151,2023-08-02,BSB,VIX,2.8,398.01,597.01,0,Normal,28,88%,SkyFast Airlines,Flex
8152,2024-10-14,FLN,VIX,2.0,205.68,370.22,0,Normal,38,85%,SkyFast Airlines,Promocional
8153,2024-05-27,GRU,CNF,2.8,226.3,339.45,0,Normal,43,93%,SkyFast Airlines,Promocional
8154,2023-06-09,REC,GRU,1.0,161.09,241.63,0,Normal,58,89%,SkyFast Airlines,Standard
8155,2024-03-13,CWB,GRU,2.8,319.52,479.28,0,Normal,19,90%,SkyFast Airlines,Promocional
8156,2022-08-14,CNF,REC,1.4,184.94,277.41,0,Normal,12,89%,SkyFast Airlines,Promocional
8157,2022-08-05,CNF,GIG,3.4,504.8,757.2,0,Normal,15,92%,SkyFast Airlines,Promocional
8158,2022-10-26,CGH,POA,2.3,263.2,394.8,0,Normal,60,87%,SkyFast Airlines,Flex
8159,2023-05-26,SSA,FLN,3.0,303.45,455.17,0,Normal,2,94%,SkyFast Airlines,Flex
8160,2023-04-16,REC,CNF,3.4,470.24,705.36,0,Normal,8,87%,SkyFast Airlines,Promocional
8161,2024-03-08,REC,SDU,2.1,227.12,340.68,0,Normal,43,87%,SkyFast Airlines,Standard
