ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia
7295,2022-09-01,SDU,FOR,3.8,622.49,1261.84,2378.05,Baixa,80,88%,AeroBrasil Connect
7296,2022-07-09,FOR,IGZ,2.2,580.2,1317.09,2551.35,Alta,73,69%,AeroBrasil Connect
7297,2020-03-11,CNF,GIG,4.3,573.23,1300.29,2488.9,Baixa,10,58%,AeroBrasil Connect
7298,2020-10-15,FOR,SDU,2.0,227.87,457.94,1022.51,Baixa,73,21%,AeroBrasil Connect
7299,2023-07-08,GIG,CWB,2.4,617.71,1253.83,2767.06,Alta,25,87%,AeroBrasil Connect
7300,2019-12-22,REC,BEL,4.9,2601.09,5837.02,9625.28,Altíssima,87,65%,AeroBrasil Connect
7301,2022-08-16,PVH,REC,3.1,637.05,1360.65,2819.14,Baixa,61,73%,AeroBrasil Connect
7302,2019-11-18,CWB,FLN,3.9,886.75,2083.32,3712.05,Média,55,81%,AeroBrasil Connect
7303,2020-01-23,CGR,GIG,4.2,614.93,1304.88,2351.08,Alta,40,58%,AeroBrasil Connect
7304,2020-02-17,SLZ,GRU,3.6,1310.58,3214.38,4672.58,Altíssima,72,59%,AeroBrasil Connect
7305,2022-03-24,CNF,PVH,4.5,607.24,1451.3,2622.2,Baixa,37,70%,AeroBrasil Connect
7306,2023-05-21,GRU,RBR,3.0,538.91,1099.37,1961.66,Baixa,33,81%,AeroBrasil Connect
7307,2020-03-11,RBR,PLU,1.5,227.26,467.28,840.11,Baixa,5,39%,AeroBrasil Connect
7308,2020-03-16,CWB,GRU,4.4,552.02,1376.43,2443.18,Baixa,17,31%,AeroBrasil Connect
7309,2021-09-25,CGH,FLN,2.0,269.66,584.04,960.82,Baixa,67,70%,AeroBrasil Connect
7310,2023-10-17,CWB,FLN,3.8,666.89,1503.33,2497.32,Baixa,89,81%,AeroBrasil Connect
7311,2019-10-15,FLN,AJU,1.1,200.32,432.29,800.87,Baixa,50,95%,AeroBrasil Connect
7312,2020-12-04,THE,SSA,4.6,792.34,1671.07,3244.68,Alta,60,49%,AeroBrasil Connect
7313,2024-05-21,CGH,AJU,4.9,1253.89,2660.76,5529.11,Baixa,85,94%,AeroBrasil Connect
7314,2020-03-21,MAO,CGB,3.5,435.75,957.18,1852.3,Baixa,43,32%,AeroBrasil Connect
7315,2021-05-08,REC,IGZ,3.1,398.66,815.15,1759.22,Baixa,36,60%,AeroBrasil Connect
7316,2022-09-01,FLN,MAO,4.0,907.34,2173.95,3801.46,Baixa,54,85%,AeroBrasil Connect
7317,2022-09-20,FOR,FLN,4.0,648.79,1453.37,2842.67,Baixa,42,87%,AeroBrasil Connect
7318,2024-02-04,JPA,CGR,1.8,581.99,1417.21,2458.65,Alta,30,95%,AeroBrasil Connect
7319,2019-12-21,IGZ,SSA,2.3,1117.89,2285.68,4223.71,Altíssima,44,68%,AeroBrasil Connect
7320,2020-12-18,CWB,GIG,4.9,784.57,1819.4,3181.44,Alta,41,58%,AeroBrasil Connect
7321,2020-06-25,JPA,GIG,2.1,521.93,1219.05,2127.97,Média,3,60%,AeroBrasil Connect
7322,2021-01-22,BEL,IGZ,2.2,516.18,1278.43,2066.8,Alta,15,67%,AeroBrasil Connect
7323,2024-01-21,IGZ,JPA,1.4,614.59,1338.74,2506.89,Alta,30,77%,AeroBrasil Connect
7324,2020-07-07,BEL,CGR,2.1,341.82,768.09,1386.83,Alta,72,43%,AeroBrasil Connect
7325,2024-12-27,SSA,THE,4.4,2478.05,5106.11,8885.84,Altíssima,8,69%,AeroBrasil Connect
7326,2019-01-05,CWB,JPA,2.2,916.63,2031.7,3319.44,Alta,60,80%,AeroBrasil Connect
7327,2020-01-05,AJU,VIX,2.6,602.84,1405.66,2376.89,Alta,46,41%,AeroBrasil Connect
7328,2021-12-08,SDU,CGB,3.7,881.63,1803.89,3438.6,Alta,50,62%,AeroBrasil Connect
7329,2021-04-11,FOR,BSB,4.9,820.27,1994.22,3342.12,Baixa,73,74%,AeroBrasil Connect
7330,2019-09-16,RBR,AJU,1.8,424.61,921.4,1813.77,Baixa,89,85%,AeroBrasil Connect
7331,2024-08-21,BSB,SLZ,2.4,409.24,896.09,1785.46,Baixa,43,67%,AeroBrasil Connect
7332,2022-02-07,JPA,AJU,4.6,1625.55,3494.49,6721.01,Alta,87,79%,AeroBrasil Connect
7333,2022-10-09,CNF,POA,3.5,744.23,1815.79,2827.9,Baixa,25,68%,AeroBrasil Connect
7334,2022-12-06,RBR,THE,2.3,814.79,1922.91,2856.76,Alta,60,77%,AeroBrasil Connect
7335,2021-08-10,GRU,CGR,2.4,364.76,752.15,1608.33,Baixa,62,57%,AeroBrasil Connect
7336,2022-01-11,CNF,SLZ,4.0,1446.48,3376.17,6386.43,Alta,67,80%,AeroBrasil Connect
7337,2020-04-16,IGZ,FOR,3.2,388.26,945.23,1497.82,Baixa,64,43%,AeroBrasil Connect
7338,2021-03-20,CWB,CNF,1.8,330.82,764.18,1251.79,Baixa,85,68%,AeroBrasil Connect
7339,2019-08-23,VIX,MAO,4.5,753.09,1765.56,3031.55,Baixa,56,81%,AeroBrasil Connect
7340,2023-07-04,CGR,SSA,4.4,1905.92,3823.05,7212.34,Alta,3,78%,AeroBrasil Connect
7341,2020-06-24,THE,POA,4.5,900.17,2101.56,3574.73,Média,2,26%,AeroBrasil Connect
7342,2024-08-21,CWB,GRU,2.0,367.53,740.85,1583.69,Baixa,48,73%,AeroBrasil Connect
7343,2022-11-07,MAO,GIG,2.4,545.05,1113.26,1984.76,Média,86,89%,AeroBrasil Connect
7344,2019-04-07,CGH,PVH,4.8,693.73,1649.24,3028.74,Baixa,69,95%,AeroBrasil Connect
7345,2023-08-28,CGR,CNF,4.1,914.73,1909.05,3583.69,Baixa,15,74%,AeroBrasil Connect
7346,2019-03-14,RBR,IGZ,2.8,483.88,1166.96,1969.29,Baixa,67,89%,AeroBrasil Connect
7347,2024-05-05,PLU,GRU,2.5,567.05,1276.45,2487.92,Baixa,70,74%,AeroBrasil Connect
7348,2019-03-25,THE,BSB,2.4,390.12,842.26,1425.9,Baixa,56,89%,AeroBrasil Connect
7349,2021-04-26,THE,BEL,4.4,694.17,1423.88,2753.12,Baixa,24,50%,AeroBrasil Connect
7350,2019-07-27,GIG,PVH,2.4,646.33,1297.53,2686.56,Alta,21,79%,AeroBrasil Connect
7351,2021-05-04,THE,CNF,3.7,602.04,1496.67,2612.2,Baixa,11,74%,AeroBrasil Connect
7352,2024-06-03,MAO,CWB,2.0,468.28,1001.45,1964.16,Média,53,79%,AeroBrasil Connect
7353,2024-09-26,PLU,SSA,4.5,935.37,1871.62,4181.16,Baixa,60,88%,AeroBrasil Connect
7354,2020-12-21,BEL,PLU,3.0,1589.21,3325.44,6685.62,Altíssima,4,49%,AeroBrasil Connect
7355,2022-07-26,SDU,SLZ,4.3,1196.48,2941.94,4762.77,Alta,55,90%,AeroBrasil Connect
7356,2024-03-12,CNF,SDU,2.2,400.16,825.18,1473.18,Baixa,67,94%,AeroBrasil Connect
7357,2023-10-01,PVH,GIG,1.0,155.8,386.39,651.32,Baixa,50,70%,AeroBrasil Connect
7358,2019-11-28,SDU,PVH,3.3,1038.77,2368.9,4214.12,Média,74,72%,AeroBrasil Connect
7359,2021-01-28,REC,PVH,1.1,334.89,815.61,1194.09,Alta,86,64%,AeroBrasil Connect
7360,2023-08-06,PVH,SLZ,1.2,201.24,497.66,858.26,Baixa,88,66%,AeroBrasil Connect
7361,2023-12-06,CGB,CGH,1.7,584.48,1252.03,2530.29,Alta,87,77%,AeroBrasil Connect
7362,2020-10-21,PLU,SLZ,2.2,231.21,546.61,860.38,Baixa,64,51%,AeroBrasil Connect
7363,2021-11-05,SDU,MAO,2.3,429.75,878.96,1812.92,Média,27,75%,AeroBrasil Connect
7364,2019-02-28,AJU,REC,3.2,1177.23,2434.87,4669.13,Alta,67,85%,AeroBrasil Connect
7365,2020-04-11,CWB,SDU,1.3,150.0,350.0,600.0,Baixa,54,32%,AeroBrasil Connect
7366,2020-10-15,THE,BSB,2.0,312.91,772.04,1295.7,Baixa,11,33%,AeroBrasil Connect
7367,2024-05-10,BEL,CGR,4.2,851.14,1845.24,3148.63,Baixa,67,74%,AeroBrasil Connect
7368,2021-08-04,CWB,THE,3.6,387.16,960.48,1640.45,Baixa,60,65%,AeroBrasil Connect
7369,2023-07-12,MAO,CGH,2.6,905.73,1993.86,3444.44,Alta,20,66%,AeroBrasil Connect
7370,2019-05-25,CGH,SLZ,2.8,504.02,1257.87,1924.22,Baixa,20,92%,AeroBrasil Connect
7371,2020-06-24,GIG,REC,2.8,465.13,1093.11,1894.48,Média,77,36%,AeroBrasil Connect
7372,2020-10-04,CGH,CGR,4.6,615.8,1346.0,2568.6,Baixa,59,48%,AeroBrasil Connect
7373,2021-10-26,RBR,PVH,1.3,235.31,488.15,1007.32,Baixa,77,66%,AeroBrasil Connect
7374,2022-07-27,AJU,CWB,4.2,1972.34,4202.7,8808.85,Alta,70,72%,AeroBrasil Connect
7375,2023-07-05,CWB,MAO,2.7,716.52,1664.99,2555.61,Alta,17,77%,AeroBrasil Connect
7376,2022-01-11,GRU,POA,2.0,448.63,1044.36,1809.88,Alta,81,91%,AeroBrasil Connect
7377,2022-02-28,SDU,CGR,4.8,1461.48,2937.79,5555.39,Alta,61,86%,AeroBrasil Connect
7378,2024-08-01,CGH,JPA,1.5,375.72,899.97,1455.97,Baixa,40,80%,AeroBrasil Connect
7379,2020-11-12,CGH,RBR,2.8,540.07,1306.36,2288.51,Média,13,30%,AeroBrasil Connect
7380,2024-09-24,REC,IGZ,3.7,859.6,2055.85,3494.51,Baixa,11,65%,AeroBrasil Connect
7381,2019-08-03,AJU,BSB,2.4,366.54,787.26,1536.57,Baixa,60,68%,AeroBrasil Connect
7382,2020-05-06,THE,VIX,2.3,328.79,676.2,1185.76,Baixa,27,48%,AeroBrasil Connect
7383,2019-02-15,FLN,GRU,4.7,2926.4,5963.47,11053.13,Altíssima,18,86%,AeroBrasil Connect
7384,2023-09-22,CNF,FLN,3.4,662.26,1423.28,2398.64,Baixa,77,72%,AeroBrasil Connect
7385,2019-04-07,BEL,RBR,2.4,534.99,1152.88,1941.87,Baixa,16,71%,AeroBrasil Connect
7386,2019-07-12,AJU,JPA,1.4,506.0,1203.16,2153.32,Alta,63,88%,AeroBrasil Connect
7387,2020-07-27,CGB,VIX,3.7,681.09,1650.82,2685.2,Alta,45,58%,AeroBrasil Connect
7388,2020-09-02,FLN,POA,3.5,349.81,712.64,1508.1,Baixa,19,54%,AeroBrasil Connect
7389,2024-03-20,SLZ,SDU,1.9,355.75,769.8,1436.8,Baixa,67,75%,AeroBrasil Connect
7390,2020-05-22,FOR,GIG,4.4,586.69,1426.11,2482.56,Baixa,14,30%,AeroBrasil Connect
7391,2023-09-24,FOR,AJU,1.4,204.52,476.63,904.24,Baixa,61,93%,AeroBrasil Connect
7392,2021-04-07,FOR,GIG,1.6,295.88,635.17,1077.2,Baixa,85,61%,AeroBrasil Connect
7393,2024-05-10,CGR,REC,4.0,691.81,1608.84,2497.32,Baixa,61,66%,AeroBrasil Connect
7394,2019-06-24,GRU,THE,3.3,1019.46,2065.75,4119.23,Média,36,84%,AeroBrasil Connect
7395,2024-02-13,RBR,VIX,1.6,689.24,1506.75,2920.87,Alta,53,71%,AeroBrasil Connect
7396,2019-08-07,JPA,CNF,1.3,286.63,625.06,1140.03,Baixa,38,71%,AeroBrasil Connect
7397,2023-05-03,CNF,BEL,4.6,712.09,1582.4,2753.85,Baixa,40,84%,AeroBrasil Connect
7398,2022-04-26,SLZ,THE,4.1,901.26,1842.9,3885.7,Baixa,14,80%,AeroBrasil Connect
7399,2019-01-13,REC,BEL,1.1,443.75,1092.89,1973.55,Alta,24,68%,AeroBrasil Connect
7400,2020-07-26,BSB,CGB,4.6,871.71,1791.91,3433.74,Alta,16,44%,AeroBrasil Connect
7401,2022-08-14,BEL,BSB,1.8,285.05,700.39,1199.0,Baixa,42,81%,AeroBrasil Connect
7402,2024-11-10,VIX,CNF,2.4,981.11,2371.99,4113.07,Média,3,90%,AeroBrasil Connect
7403,2021-11-01,SDU,FOR,1.9,456.92,1074.96,1967.85,Média,15,51%,AeroBrasil Connect
7404,2023-04-09,SDU,RBR,4.8,850.72,2069.71,3712.65,Baixa,21,94%,AeroBrasil Connect
7405,2021-02-04,CGH,THE,3.2,1001.57,2175.19,3554.87,Alta,79,72%,AeroBrasil Connect
7406,2022-06-20,CGR,POA,2.4,789.26,1588.14,3333.75,Média,36,87%,AeroBrasil Connect
7407,2021-11-12,BSB,RBR,4.6,1495.53,3434.24,6441.55,Média,3,62%,AeroBrasil Connect
7408,2022-12-10,MAO,SLZ,3.9,1687.03,3654.2,6138.84,Alta,78,73%,AeroBrasil Connect
7409,2023-10-09,CGB,PVH,3.6,743.06,1626.69,2635.9,Baixa,31,77%,AeroBrasil Connect
7410,2022-10-10,GIG,CGR,2.7,923.21,1880.1,3347.58,Baixa,5,79%,AeroBrasil Connect
7411,2023-06-02,PLU,CWB,2.0,606.64,1514.75,2623.93,Média,16,74%,AeroBrasil Connect
7412,2022-08-17,RBR,SSA,1.9,335.29,818.62,1472.21,Baixa,51,75%,AeroBrasil Connect
7413,2024-10-17,CGB,GIG,3.2,755.42,1752.55,3215.93,Baixa,33,77%,AeroBrasil Connect
7414,2020-04-11,GRU,THE,4.7,542.12,1210.2,2388.45,Baixa,16,25%,AeroBrasil Connect
7415,2024-12-04,FLN,BSB,2.7,883.45,2178.47,3392.22,Alta,49,81%,AeroBrasil Connect
7416,2024-07-01,SSA,CGR,3.3,991.56,2478.42,3534.25,Alta,26,88%,AeroBrasil Connect
7417,2022-05-13,CNF,FLN,1.8,358.77,725.8,1533.15,Baixa,49,69%,AeroBrasil Connect
7418,2022-11-13,GIG,CGR,3.5,854.26,1924.83,3844.15,Média,70,78%,AeroBrasil Connect
7419,2019-01-05,RBR,CGH,3.2,1425.42,3270.96,5320.29,Alta,24,66%,AeroBrasil Connect
7420,2022-06-21,IGZ,GRU,1.2,405.84,919.63,1605.81,Média,10,72%,AeroBrasil Connect
7421,2023-03-11,JPA,MAO,4.5,733.82,1513.92,2607.3,Baixa,83,81%,AeroBrasil Connect
7422,2022-05-27,JPA,FLN,1.2,218.81,493.24,786.13,Baixa,31,78%,AeroBrasil Connect
7423,2024-11-21,FLN,AJU,1.2,292.88,681.83,1133.69,Média,58,69%,AeroBrasil Connect
7424,2022-08-19,SLZ,MAO,3.2,871.8,1815.47,3767.75,Baixa,2,92%,AeroBrasil Connect
7425,2023-07-03,PVH,JPA,1.5,631.88,1414.82,2533.35,Alta,2,90%,AeroBrasil Connect
7426,2024-10-20,PLU,CWB,2.9,470.48,1175.34,1991.92,Baixa,41,91%,AeroBrasil Connect
7427,2023-08-17,IGZ,FLN,3.0,504.62,1138.21,2066.91,Baixa,69,70%,AeroBrasil Connect
7428,2021-10-17,FLN,VIX,3.8,590.04,1453.94,2433.95,Baixa,79,53%,AeroBrasil Connect
7429,2022-02-16,CWB,FOR,2.6,1744.63,3608.81,6953.49,Altíssima,70,90%,AeroBrasil Connect
7430,2021-06-28,SSA,GIG,2.1,482.34,980.4,1784.66,Média,77,69%,AeroBrasil Connect
7431,2019-10-20,CNF,POA,1.6,268.47,623.76,1037.11,Baixa,32,92%,AeroBrasil Connect
7432,2024-04-02,SSA,CGB,3.0,614.49,1293.11,2292.75,Baixa,49,89%,AeroBrasil Connect
7433,2023-09-02,CWB,SLZ,1.4,227.08,463.51,989.68,Baixa,24,74%,AeroBrasil Connect
7434,2022-10-15,IGZ,SSA,3.7,566.96,1384.71,2240.67,Baixa,62,94%,AeroBrasil Connect
7435,2021-12-05,BEL,CGB,1.2,303.53,752.31,1137.18,Alta,68,61%,AeroBrasil Connect
7436,2023-04-09,SLZ,MAO,3.7,1071.13,2301.37,4673.52,Baixa,7,91%,AeroBrasil Connect
7437,2023-06-21,CGH,GRU,4.0,1852.27,4578.3,7698.23,Média,3,71%,AeroBrasil Connect
7438,2023-09-10,POA,PLU,2.5,449.07,1059.87,1715.4,Baixa,53,81%,AeroBrasil Connect
7439,2023-08-20,REC,BEL,4.3,912.1,2246.09,3418.62,Baixa,72,73%,AeroBrasil Connect
7440,2024-05-03,REC,SLZ,1.1,243.24,509.59,863.9,Baixa,31,65%,AeroBrasil Connect
7441,2019-05-03,SDU,JPA,1.6,325.51,777.65,1310.95,Baixa,57,66%,AeroBrasil Connect
7442,2024-12-03,SLZ,PVH,2.8,882.56,1774.05,3922.62,Alta,84,91%,AeroBrasil Connect
7443,2022-05-06,GRU,CNF,1.1,336.33,683.2,1397.09,Baixa,3,66%,AeroBrasil Connect
7444,2022-01-23,FLN,FOR,1.2,286.89,628.77,1157.92,Alta,79,84%,AeroBrasil Connect
7445,2022-01-24,IGZ,PVH,1.2,292.64,724.47,1239.56,Alta,22,74%,AeroBrasil Connect
7446,2022-04-23,MAO,CNF,2.6,431.05,869.28,1715.03,Baixa,82,85%,AeroBrasil Connect
7447,2024-05-26,BSB,RBR,2.4,623.75,1546.53,2572.88,Baixa,3,69%,AeroBrasil Connect
7448,2021-03-01,SLZ,CWB,4.6,859.88,1785.12,3370.84,Baixa,45,57%,AeroBrasil Connect
7449,2019-11-17,REC,CGR,4.3,981.85,2362.5,3736.95,Média,45,90%,AeroBrasil Connect
7450,2019-11-14,CWB,BSB,1.5,411.18,962.01,1651.79,Média,74,88%,AeroBrasil Connect
7451,2024-11-09,SLZ,RBR,1.3,391.33,865.09,1654.81,Média,75,85%,AeroBrasil Connect
7452,2022-11-11,FLN,THE,4.9,1387.48,3306.74,6075.51,Média,53,85%,AeroBrasil Connect
7453,2021-11-04,CNF,SSA,3.6,791.9,1764.06,2781.18,Média,39,70%,AeroBrasil Connect
7454,2024-01-28,SDU,SLZ,4.9,1857.7,3799.57,7684.84,Alta,44,79%,AeroBrasil Connect
7455,2023-11-14,CGR,GIG,1.9,472.82,1025.81,1866.41,Média,68,81%,AeroBrasil Connect
7456,2019-07-01,SDU,CWB,1.3,552.52,1187.13,2027.42,Alta,49,88%,AeroBrasil Connect
7457,2024-04-11,PLU,BSB,4.5,726.77,1464.0,3058.25,Baixa,80,65%,AeroBrasil Connect
7458,2021-10-27,AJU,SSA,3.6,796.97,1598.73,3256.01,Baixa,2,58%,AeroBrasil Connect
7459,2021-09-20,BSB,RBR,3.7,462.66,996.25,1994.32,Baixa,84,53%,AeroBrasil Connect
7460,2024-12-24,CWB,REC,5.0,3089.49,6390.18,13353.22,Altíssima,63,87%,AeroBrasil Connect
7461,2019-09-17,POA,REC,3.2,606.36,1390.51,2169.92,Baixa,33,75%,AeroBrasil Connect
7462,2019-03-26,FLN,POA,3.4,630.52,1353.92,2580.87,Baixa,77,74%,AeroBrasil Connect
7463,2024-08-01,VIX,SSA,4.5,822.54,1715.13,3077.22,Baixa,70,71%,AeroBrasil Connect
7464,2024-05-01,AJU,SDU,2.8,550.42,1352.01,2470.48,Baixa,74,87%,AeroBrasil Connect
7465,2021-04-17,BSB,CWB,3.0,383.41,957.18,1698.45,Baixa,58,55%,AeroBrasil Connect
7466,2022-09-02,VIX,AJU,3.2,445.56,942.59,1696.16,Baixa,47,91%,AeroBrasil Connect
7467,2023-03-19,PVH,POA,1.8,324.8,707.75,1294.47,Baixa,88,77%,AeroBrasil Connect
7468,2020-07-26,POA,RBR,2.5,612.33,1468.49,2476.77,Alta,38,52%,AeroBrasil Connect
7469,2019-11-09,CNF,SLZ,2.4,797.62,1969.74,3211.17,Média,70,72%,AeroBrasil Connect
7470,2021-01-23,VIX,BEL,2.3,519.36,1058.03,2091.55,Alta,39,55%,AeroBrasil Connect
7471,2022-12-03,GRU,RBR,1.2,468.96,1092.6,2043.51,Alta,8,65%,AeroBrasil Connect
7472,2022-06-04,VIX,RBR,1.7,458.29,1099.4,1856.38,Média,37,69%,AeroBrasil Connect
7473,2024-09-08,CWB,PLU,4.9,1089.72,2344.42,4515.77,Baixa,20,66%,AeroBrasil Connect
7474,2021-11-12,IGZ,THE,1.7,388.04,866.41,1732.44,Média,53,59%,AeroBrasil Connect
7475,2020-08-01,GIG,THE,3.3,387.31,798.86,1543.23,Baixa,65,55%,AeroBrasil Connect
7476,2020-11-18,POA,FLN,1.6,320.26,760.84,1208.44,Média,70,47%,AeroBrasil Connect
7477,2021-09-16,AJU,BEL,3.4,545.22,1125.86,2130.67,Baixa,27,56%,AeroBrasil Connect
7478,2020-05-23,THE,GRU,2.9,258.41,625.01,1079.82,Baixa,38,49%,AeroBrasil Connect
7479,2022-10-07,PLU,BSB,3.0,702.52,1491.35,3145.66,Baixa,35,94%,AeroBrasil Connect
7480,2021-03-28,CGH,SSA,1.1,216.69,493.97,804.09,Baixa,2,68%,AeroBrasil Connect
7481,2024-05-12,CGH,REC,4.4,669.68,1399.52,2933.34,Baixa,49,72%,AeroBrasil Connect
7482,2022-10-06,SSA,CGR,4.7,951.5,2127.42,3409.83,Baixa,22,85%,AeroBrasil Connect
7483,2021-02-17,THE,RBR,1.5,555.03,1149.69,2421.6,Altíssima,59,66%,AeroBrasil Connect
7484,2022-11-03,REC,PVH,3.3,1118.17,2564.29,4478.13,Média,21,71%,AeroBrasil Connect
7485,2022-12-09,CGB,RBR,2.2,528.04,1167.09,2210.84,Alta,22,92%,AeroBrasil Connect
7486,2019-08-27,THE,CWB,2.7,558.75,1298.69,2026.57,Baixa,53,94%,AeroBrasil Connect
7487,2019-08-02,SLZ,SDU,1.9,414.91,979.21,1829.07,Baixa,75,86%,AeroBrasil Connect
7488,2019-03-18,PVH,AJU,3.0,559.27,1390.17,1958.98,Baixa,57,81%,AeroBrasil Connect
7489,2021-03-07,GIG,SDU,3.6,606.95,1296.02,2435.62,Baixa,47,54%,AeroBrasil Connect
7490,2023-05-13,FLN,CGR,3.0,443.05,986.09,1841.7,Baixa,45,75%,AeroBrasil Connect
7491,2023-05-08,MAO,BSB,2.3,491.64,1215.93,1899.93,Baixa,42,85%,AeroBrasil Connect
7492,2019-02-12,BEL,AJU,4.7,1827.66,4474.54,7651.78,Alta,49,91%,AeroBrasil Connect
7493,2022-06-07,MAO,FOR,2.4,667.82,1554.09,2808.79,Média,66,69%,AeroBrasil Connect
7494,2022-01-06,AJU,SLZ,3.6,1497.89,3014.01,5725.96,Alta,39,95%,AeroBrasil Connect
7495,2023-07-23,RBR,THE,2.8,1211.69,2522.16,4361.85,Alta,28,94%,AeroBrasil Connect
7496,2023-10-15,FLN,GIG,1.3,319.93,795.49,1437.06,Baixa,59,84%,AeroBrasil Connect
7497,2020-09-14,CWB,IGZ,4.3,538.0,1265.07,2182.0,Baixa,33,42%,AeroBrasil Connect
7498,2023-10-27,THE,CNF,4.3,1022.18,2125.23,3849.15,Baixa,15,84%,AeroBrasil Connect
7499,2022-09-18,FOR,RBR,1.9,340.21,739.07,1200.66,Baixa,46,76%,AeroBrasil Connect
7500,2024-10-08,MAO,FLN,2.7,568.78,1211.48,2368.43,Baixa,71,81%,AeroBrasil Connect
7501,2023-02-06,IGZ,SLZ,4.1,1163.77,2351.41,4951.21,Alta,37,80%,AeroBrasil Connect
7502,2019-06-14,CWB,POA,4.8,1081.32,2652.89,4335.77,Média,10,88%,AeroBrasil Connect
7503,2023-06-11,VIX,CGR,3.4,1077.85,2628.82,4014.21,Média,79,92%,AeroBrasil Connect
7504,2023-02-05,MAO,GRU,1.4,462.79,1017.74,1873.46,Alta,51,77%,AeroBrasil Connect
7505,2022-02-27,SSA,PVH,1.4,491.5,1211.37,2042.75,Alta,23,75%,AeroBrasil Connect
7506,2019-08-22,REC,IGZ,1.0,255.65,623.48,943.33,Baixa,14,94%,AeroBrasil Connect
7507,2022-06-01,AJU,REC,1.3,360.54,761.77,1515.12,Média,15,78%,AeroBrasil Connect
7508,2024-10-20,SLZ,SDU,4.5,850.3,2116.13,3026.29,Baixa,16,70%,AeroBrasil Connect
7509,2019-07-06,SSA,AJU,2.4,948.27,2252.77,3450.97,Alta,36,76%,AeroBrasil Connect
7510,2024-11-01,JPA,PVH,4.0,1011.98,2519.86,3976.12,Média,43,69%,AeroBrasil Connect
7511,2022-12-18,PVH,THE,1.8,772.41,1758.65,2799.95,Alta,4,75%,AeroBrasil Connect
7512,2024-01-06,SLZ,GRU,4.0,1351.73,2941.68,5679.33,Alta,37,92%,AeroBrasil Connect
7513,2022-02-24,RBR,CGH,2.4,1413.41,3403.26,5385.81,Altíssima,89,71%,AeroBrasil Connect
7514,2020-06-10,SLZ,THE,4.8,656.71,1529.11,2620.4,Média,24,40%,AeroBrasil Connect
7515,2023-07-19,CGR,PVH,1.9,666.39,1572.38,2835.85,Alta,26,81%,AeroBrasil Connect
7516,2022-10-04,CGR,CGB,2.6,523.57,1121.31,1968.03,Baixa,75,75%,AeroBrasil Connect
7517,2019-04-06,CGR,REC,1.5,313.04,714.72,1130.92,Baixa,84,81%,AeroBrasil Connect
7518,2021-03-16,MAO,BSB,4.6,634.72,1460.32,2424.88,Baixa,15,68%,AeroBrasil Connect
7519,2021-11-18,BSB,SLZ,4.8,1341.67,2975.89,5777.1,Média,4,55%,AeroBrasil Connect
7520,2020-10-23,MAO,FOR,2.1,332.8,763.26,1184.41,Baixa,4,40%,AeroBrasil Connect
7521,2022-01-13,SLZ,GRU,4.4,1486.78,3351.43,5393.21,Alta,18,77%,AeroBrasil Connect
7522,2020-04-21,CGH,GRU,3.7,388.32,806.38,1705.86,Baixa,31,33%,AeroBrasil Connect
7523,2020-06-16,GRU,BSB,1.9,235.46,490.68,939.36,Média,22,51%,AeroBrasil Connect
7524,2019-06-15,SLZ,POA,3.9,1298.7,2744.71,5123.1,Média,32,75%,AeroBrasil Connect
7525,2022-11-20,CGH,POA,2.6,652.14,1540.09,2631.85,Média,37,81%,AeroBrasil Connect
7526,2020-10-17,RBR,REC,4.9,514.32,1056.4,2081.89,Baixa,77,24%,AeroBrasil Connect
7527,2020-01-02,CGR,REC,1.1,178.48,406.33,696.83,Alta,34,39%,AeroBrasil Connect
7528,2023-11-16,BEL,JPA,1.6,537.44,1218.96,1993.26,Média,42,79%,AeroBrasil Connect
7529,2024-11-07,PLU,SDU,5.0,1561.95,3138.09,6637.64,Média,33,85%,AeroBrasil Connect
7530,2019-06-23,SLZ,POA,4.3,1902.3,4003.44,7438.86,Média,2,95%,AeroBrasil Connect
7531,2019-12-13,CGR,FOR,1.6,472.3,965.14,1683.35,Alta,62,74%,AeroBrasil Connect
7532,2019-10-17,BSB,CGH,4.5,727.08,1522.9,2856.72,Baixa,54,68%,AeroBrasil Connect
7533,2020-09-18,CGB,IGZ,4.3,473.99,1125.52,1945.59,Baixa,15,23%,AeroBrasil Connect
7534,2022-08-04,AJU,CWB,2.4,567.02,1136.67,2364.89,Baixa,32,85%,AeroBrasil Connect
7535,2022-07-20,JPA,CGH,4.2,1347.06,3296.32,5473.09,Alta,58,86%,AeroBrasil Connect
7536,2024-10-25,CWB,FLN,1.7,272.75,583.93,1182.96,Baixa,28,67%,AeroBrasil Connect
7537,2023-04-24,AJU,CGB,1.3,244.69,581.36,939.34,Baixa,50,86%,AeroBrasil Connect
7538,2024-09-06,BSB,CGR,4.5,1044.58,2448.35,3886.43,Baixa,65,73%,AeroBrasil Connect
7539,2019-10-05,MAO,AJU,3.7,978.13,2042.65,3520.27,Baixa,67,73%,AeroBrasil Connect
7540,2023-04-21,REC,CNF,2.7,530.53,1077.79,2199.23,Baixa,88,80%,AeroBrasil Connect
7541,2019-02-09,CGR,SLZ,1.9,586.37,1446.76,2153.82,Alta,19,94%,AeroBrasil Connect
