ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Rota,Tamanho_Aviao
8649,2019-02-14,FOR,TBT,1.5,371.24,593.98,816.73,Normal,3,80%,Air Regional Connect,Hub-Regional,E190
8650,2022-01-23,GRU,SDU,1.3,359.24,574.78,790.33,Alta,35,87%,Air Regional Connect,Hub-Regional,ATR72
8651,2019-08-07,FOR,CGH,1.3,330.3,528.48,726.66,Normal,32,81%,Air Regional Connect,Hub-Regional,E195
8652,2022-11-01,GRU,CGH,2.3,401.69,642.7,883.72,Normal,19,79%,Air Regional Connect,Hub-Regional,E195
8653,2022-05-10,POA,SLZ,1.3,213.53,341.65,469.77,Normal,40,82%,Air Regional Connect,Hub-Regional,E190
8654,2021-12-07,POA,QDV,2.1,376.18,601.89,827.6,Alta,18,79%,Air Regional Connect,Hub-Regional,E190
8655,2021-12-20,POA,AJU,1.6,326.18,521.89,717.6,Alta,43,74%,Air Regional Connect,Hub-Regional,E195
8656,2024-12-27,GRU,RBR,2.5,575.72,921.15,1266.58,Alta,12,88%,Air Regional Connect,Hub-Regional,E190
8657,2023-10-02,SLZ,PVH,1.4,180.34,288.54,396.75,Normal,8,79%,Air Regional Connect,Regional-Regional,E190
8658,2024-04-27,POA,PMW,0.9,154.78,247.65,340.52,Normal,13,76%,Air Regional Connect,Hub-Regional,E195
8659,2024-03-06,POA,AJU,1.2,238.24,381.18,524.13,Normal,26,75%,Air Regional Connect,Hub-Regional,CRJ900
8660,2023-09-09,GRU,XAP,1.5,310.43,496.69,682.95,Normal,42,80%,Air Regional Connect,Hub-Regional,E195
8661,2020-12-10,NVT,SOD,2.0,385.88,617.41,848.94,Alta,4,51%,Air Regional Connect,Regional-Regional,CRJ900
8662,2023-04-08,GRU,PVH,1.7,311.12,497.79,684.46,Normal,9,86%,Air Regional Connect,Hub-Regional,CRJ900
8663,2021-06-11,BSB,NVT,2.1,375.19,600.3,825.42,Alta,10,70%,Air Regional Connect,Hub-Regional,CRJ900
8664,2021-11-17,BSB,QDV,2.4,522.9,836.64,1150.38,Normal,22,76%,Air Regional Connect,Hub-Regional,ATR72
8665,2023-01-14,BSB,PMW,1.8,451.21,721.94,992.66,Alta,10,82%,Air Regional Connect,Hub-Regional,E190
8666,2019-02-03,POA,AJU,1.5,361.58,578.53,795.48,Normal,33,81%,Air Regional Connect,Hub-Regional,ATR72
8667,2024-01-19,THE,IGZ,1.4,302.07,483.31,664.55,Alta,43,88%,Air Regional Connect,Regional-Regional,ATR72
8668,2021-10-23,POA,NVT,0.9,122.79,200.0,300.0,Normal,5,60%,Air Regional Connect,Hub-Regional,E190
8669,2019-06-05,BSB,XAP,1.3,242.3,387.68,533.06,Alta,3,74%,Air Regional Connect,Hub-Regional,E195
8670,2019-01-06,REC,CGH,2.0,397.62,636.19,874.76,Alta,32,78%,Air Regional Connect,Hub-Regional,ATR72
8671,2019-08-16,POA,VIX,1.7,229.71,367.54,505.36,Normal,43,76%,Air Regional Connect,Hub-Regional,ATR72
8672,2019-01-03,POA,CGB,0.8,172.7,276.32,379.94,Alta,9,72%,Air Regional Connect,Hub-Regional,E195
8673,2021-04-22,POA,PMW,2.4,467.32,747.71,1028.1,Normal,30,80%,Air Regional Connect,Hub-Regional,E195
8674,2019-10-09,POA,THE,1.7,347.2,555.52,763.84,Normal,39,76%,Air Regional Connect,Hub-Regional,E190
8675,2019-09-06,POA,PVH,1.3,221.99,355.18,488.38,Normal,35,88%,Air Regional Connect,Hub-Regional,ATR72
8676,2024-12-08,RBR,SLZ,1.2,328.63,525.81,722.99,Alta,3,80%,Air Regional Connect,Regional-Regional,CRJ900
8677,2022-03-05,GRU,UBA,2.3,376.38,602.21,828.04,Normal,28,82%,Air Regional Connect,Hub-Regional,CRJ900
8678,2023-12-15,GRU,QDV,0.9,209.61,335.38,461.14,Alta,20,78%,Air Regional Connect,Hub-Regional,CRJ900
8679,2022-06-01,REC,PLU,2.4,680.76,1089.22,1497.67,Alta,6,86%,Air Regional Connect,Hub-Regional,ATR72
8680,2024-05-06,BSB,XAP,0.9,208.75,334.0,459.25,Normal,6,70%,Air Regional Connect,Hub-Regional,CRJ900
8681,2023-10-08,FOR,CXJ,0.8,153.82,246.11,338.4,Normal,24,83%,Air Regional Connect,Hub-Regional,CRJ900
8682,2019-02-19,REC,PVH,1.6,254.67,407.47,560.27,Normal,33,83%,Air Regional Connect,Hub-Regional,CRJ900
8683,2021-01-27,BSB,BPS,2.0,316.65,506.64,696.63,Alta,9,72%,Air Regional Connect,Hub-Regional,E190
8684,2023-03-08,FOR,XAP,2.4,496.09,793.74,1091.4,Normal,35,87%,Air Regional Connect,Hub-Regional,ATR72
8685,2021-12-18,POA,PMW,1.8,333.77,534.03,734.29,Alta,11,76%,Air Regional Connect,Hub-Regional,E190
8686,2020-09-01,BSB,TBT,1.6,331.57,530.51,729.45,Normal,15,52%,Air Regional Connect,Hub-Regional,ATR72
8687,2020-09-28,REC,RBR,1.9,308.94,494.3,679.67,Normal,23,68%,Air Regional Connect,Hub-Regional,ATR72
8688,2021-08-27,FOR,CGH,2.3,454.33,726.93,999.53,Normal,9,70%,Air Regional Connect,Hub-Regional,E195
8689,2024-07-18,CGB,JPA,0.8,234.51,375.22,515.92,Alta,24,81%,Air Regional Connect,Regional-Regional,E195
8690,2019-08-10,SOD,QDV,2.4,459.32,734.91,1010.5,Normal,6,90%,Air Regional Connect,Regional-Regional,CRJ900
8691,2020-09-26,POA,BPS,2.5,453.4,725.44,997.48,Normal,41,54%,Air Regional Connect,Hub-Regional,E190
8692,2019-12-19,GRU,CXJ,2.5,718.39,1149.42,1580.46,Alta,25,79%,Air Regional Connect,Hub-Regional,E195
8693,2019-05-02,GRU,SLZ,2.4,511.01,817.62,1124.22,Normal,7,72%,Air Regional Connect,Hub-Regional,E190
8694,2023-01-23,GRU,CXJ,1.7,287.69,460.3,632.92,Alta,24,87%,Air Regional Connect,Hub-Regional,E195
8695,2019-02-13,FOR,CXJ,1.0,198.93,318.29,437.65,Normal,15,90%,Air Regional Connect,Hub-Regional,E195
8696,2022-05-17,FOR,CXJ,1.3,211.37,338.19,465.01,Normal,22,77%,Air Regional Connect,Hub-Regional,E195
8697,2024-10-17,REC,PLU,1.5,390.75,625.2,859.65,Normal,33,80%,Air Regional Connect,Hub-Regional,E195
8698,2021-11-15,BPS,UBA,2.5,424.92,679.87,934.82,Normal,33,72%,Air Regional Connect,Regional-Regional,CRJ900
8699,2022-03-28,POA,CXJ,1.2,205.89,329.42,452.96,Normal,33,85%,Air Regional Connect,Hub-Regional,ATR72
8700,2019-11-28,REC,AJU,1.7,318.26,509.22,700.17,Normal,42,80%,Air Regional Connect,Hub-Regional,E190
8701,2024-10-09,REC,JPA,2.1,335.59,536.94,738.3,Normal,30,78%,Air Regional Connect,Hub-Regional,E195
8702,2024-07-28,POA,XAP,1.0,260.64,417.02,573.41,Alta,14,84%,Air Regional Connect,Hub-Regional,E195
8703,2024-10-23,TBT,UBA,1.4,240.65,385.04,529.43,Normal,37,84%,Air Regional Connect,Regional-Regional,E190
8704,2020-12-16,FOR,JPA,1.7,283.07,452.91,622.75,Alta,9,58%,Air Regional Connect,Hub-Regional,E195
8705,2023-11-22,FOR,PMW,1.0,224.23,358.77,493.31,Normal,33,90%,Air Regional Connect,Hub-Regional,E190
8706,2020-01-21,POA,PLU,2.0,267.57,428.11,588.65,Alta,43,70%,Air Regional Connect,Hub-Regional,ATR72
8707,2019-01-28,BSB,BPS,0.9,198.63,317.81,436.99,Alta,34,76%,Air Regional Connect,Hub-Regional,E190
8708,2024-10-15,GRU,CXJ,1.9,453.89,726.22,998.56,Normal,16,81%,Air Regional Connect,Hub-Regional,E190
8709,2023-02-04,NVT,BPS,2.4,547.77,876.43,1205.09,Normal,43,71%,Air Regional Connect,Regional-Regional,E190
8710,2022-07-03,GRU,CGH,0.9,225.38,360.61,495.84,Alta,30,83%,Air Regional Connect,Hub-Regional,CRJ900
8711,2021-05-06,BSB,SDU,1.1,132.04,211.26,300.0,Normal,3,74%,Air Regional Connect,Hub-Regional,CRJ900
8712,2023-07-26,BSB,BPS,1.5,234.09,374.54,515.0,Alta,34,78%,Air Regional Connect,Hub-Regional,E195
8713,2022-07-19,POA,CGR,1.3,295.6,472.96,650.32,Alta,15,83%,Air Regional Connect,Hub-Regional,E195
8714,2020-07-24,GRU,BPS,1.8,420.52,672.83,925.14,Alta,39,59%,Air Regional Connect,Hub-Regional,ATR72
8715,2022-05-20,SOD,UBA,1.8,253.62,405.79,557.96,Normal,15,83%,Air Regional Connect,Regional-Regional,CRJ900
8716,2024-06-04,FOR,PLU,1.1,239.14,382.62,526.11,Alta,12,77%,Air Regional Connect,Hub-Regional,ATR72
8717,2021-03-10,GRU,JPA,1.4,250.21,400.34,550.46,Normal,5,76%,Air Regional Connect,Hub-Regional,ATR72
8718,2021-12-18,GRU,CGB,1.4,322.25,515.6,708.95,Alta,33,64%,Air Regional Connect,Hub-Regional,ATR72
8719,2024-08-26,BSB,TBT,1.0,176.14,281.82,387.51,Normal,44,85%,Air Regional Connect,Hub-Regional,ATR72
8720,2021-02-11,GRU,THE,1.6,168.34,269.34,370.35,Normal,11,67%,Air Regional Connect,Hub-Regional,E190
8721,2021-04-24,POA,PLU,1.7,203.09,324.94,446.8,Normal,13,76%,Air Regional Connect,Hub-Regional,ATR72
8722,2023-04-01,POA,CXJ,1.1,185.35,296.56,407.77,Normal,19,71%,Air Regional Connect,Hub-Regional,E190
8723,2023-08-03,POA,BPS,2.4,605.69,969.1,1332.52,Normal,13,80%,Air Regional Connect,Hub-Regional,CRJ900
8724,2021-03-06,BSB,CGR,2.3,474.79,759.66,1044.54,Normal,41,63%,Air Regional Connect,Hub-Regional,E195
8725,2023-05-11,REC,AJU,1.8,296.29,474.06,651.84,Normal,26,83%,Air Regional Connect,Hub-Regional,ATR72
8726,2020-03-26,POA,BPS,0.9,164.72,263.55,362.38,Normal,11,56%,Air Regional Connect,Hub-Regional,E195
8727,2021-02-22,GRU,CGB,1.9,345.55,552.88,760.21,Normal,8,61%,Air Regional Connect,Hub-Regional,CRJ900
8728,2023-11-20,REC,SOD,2.0,299.68,479.49,659.3,Normal,13,75%,Air Regional Connect,Hub-Regional,E190
8729,2022-05-27,RBR,THE,2.1,382.1,611.36,840.62,Normal,13,81%,Air Regional Connect,Regional-Regional,E190
8730,2019-02-12,BSB,CXJ,2.2,569.86,911.78,1253.69,Normal,5,72%,Air Regional Connect,Hub-Regional,ATR72
8731,2023-09-08,POA,SDU,2.4,378.54,605.66,832.79,Normal,34,85%,Air Regional Connect,Hub-Regional,E195
8732,2020-03-25,SLZ,RBR,1.6,308.29,493.26,678.24,Normal,12,69%,Air Regional Connect,Regional-Regional,CRJ900
8733,2020-11-09,PMW,PLU,2.2,368.87,590.19,811.51,Normal,17,50%,Air Regional Connect,Regional-Regional,ATR72
8734,2023-10-26,BSB,UBA,1.2,265.61,424.98,584.34,Normal,42,84%,Air Regional Connect,Hub-Regional,E190
8735,2024-03-24,REC,THE,2.4,527.98,844.77,1161.56,Normal,36,74%,Air Regional Connect,Hub-Regional,E195
8736,2023-04-06,CGH,SOD,1.1,233.46,373.54,513.61,Normal,44,76%,Air Regional Connect,Regional-Regional,CRJ900
8737,2023-12-05,CGR,TBT,1.8,264.39,423.02,581.66,Alta,23,86%,Air Regional Connect,Regional-Regional,ATR72
8738,2024-03-13,POA,PVH,1.6,320.67,513.07,705.47,Normal,5,90%,Air Regional Connect,Hub-Regional,ATR72
8739,2023-07-11,BSB,PLU,1.5,429.58,687.33,945.08,Alta,5,78%,Air Regional Connect,Hub-Regional,ATR72
8740,2021-11-18,SDU,BPS,2.0,446.61,714.58,982.54,Normal,6,72%,Air Regional Connect,Regional-Regional,ATR72
8741,2024-01-09,POA,PMW,2.1,387.24,619.58,851.93,Alta,12,82%,Air Regional Connect,Hub-Regional,E190
8742,2021-05-14,FOR,QDV,1.2,256.15,409.84,563.53,Normal,34,60%,Air Regional Connect,Hub-Regional,ATR72
8743,2019-08-23,POA,UBA,2.3,328.09,524.94,721.8,Normal,38,84%,Air Regional Connect,Hub-Regional,ATR72
8744,2023-06-13,BSB,VIX,2.2,600.04,960.06,1320.09,Alta,34,81%,Air Regional Connect,Hub-Regional,E195
8745,2022-03-04,FOR,THE,1.8,248.22,397.15,546.08,Normal,12,80%,Air Regional Connect,Hub-Regional,CRJ900
8746,2021-05-16,JPA,CGB,1.5,284.92,455.87,626.82,Normal,28,75%,Air Regional Connect,Regional-Regional,E190
8747,2021-01-22,POA,CGR,1.1,168.49,269.58,370.68,Alta,33,61%,Air Regional Connect,Hub-Regional,E195
8748,2023-08-24,POA,RBR,0.8,160.69,257.1,353.52,Normal,9,82%,Air Regional Connect,Hub-Regional,E190
8749,2019-11-13,PMW,SOD,1.1,148.06,236.9,325.73,Normal,19,86%,Air Regional Connect,Regional-Regional,CRJ900
8750,2023-01-22,FOR,NVT,1.0,264.14,422.62,581.11,Alta,32,86%,Air Regional Connect,Hub-Regional,E195
8751,2022-05-28,PLU,JPA,1.5,338.84,542.14,745.45,Normal,30,74%,Air Regional Connect,Regional-Regional,E190
8752,2023-01-28,FOR,NVT,2.4,434.7,695.52,956.34,Alta,3,71%,Air Regional Connect,Hub-Regional,ATR72
8753,2020-12-20,FOR,SDU,1.3,243.11,388.98,534.84,Alta,17,66%,Air Regional Connect,Hub-Regional,CRJ900
8754,2020-09-24,THE,SLZ,1.8,261.27,418.03,574.79,Normal,25,52%,Air Regional Connect,Regional-Regional,ATR72
8755,2022-12-21,BSB,SLZ,2.0,553.4,885.44,1217.48,Alta,24,80%,Air Regional Connect,Hub-Regional,E190
8756,2021-06-25,REC,SDU,2.0,340.43,544.69,748.95,Alta,17,76%,Air Regional Connect,Hub-Regional,CRJ900
8757,2019-06-03,POA,XAP,2.5,779.75,1247.6,1715.45,Alta,6,74%,Air Regional Connect,Hub-Regional,E195
8758,2023-02-14,SOD,XAP,1.7,222.2,355.52,488.84,Normal,7,80%,Air Regional Connect,Regional-Regional,E195
8759,2023-09-28,FOR,SOD,2.1,400.73,641.17,881.61,Normal,35,72%,Air Regional Connect,Hub-Regional,E190
8760,2020-09-13,FOR,XAP,2.4,307.16,491.46,675.75,Normal,10,58%,Air Regional Connect,Hub-Regional,E195
8761,2022-06-17,GRU,CGB,1.9,533.99,854.38,1174.78,Alta,41,73%,Air Regional Connect,Hub-Regional,E190
8762,2021-08-15,GRU,IGZ,2.2,291.34,466.14,640.95,Normal,33,67%,Air Regional Connect,Hub-Regional,E195
8763,2021-06-15,BSB,PLU,2.1,537.92,860.67,1183.42,Alta,32,68%,Air Regional Connect,Hub-Regional,CRJ900
8764,2022-08-15,GRU,UBA,2.2,529.79,847.66,1165.54,Normal,9,75%,Air Regional Connect,Hub-Regional,E195
8765,2023-12-20,BSB,JPA,1.7,348.88,558.21,767.54,Alta,7,90%,Air Regional Connect,Hub-Regional,E195
8766,2020-07-24,FOR,AJU,2.4,407.02,651.23,895.44,Alta,38,67%,Air Regional Connect,Hub-Regional,CRJ900
8767,2019-01-09,REC,CGH,2.0,607.88,972.61,1337.34,Alta,22,81%,Air Regional Connect,Hub-Regional,E190
8768,2023-02-15,GRU,TBT,2.2,541.01,865.62,1190.22,Normal,31,75%,Air Regional Connect,Hub-Regional,ATR72
8769,2022-08-20,BSB,JPA,1.4,192.8,308.48,424.16,Normal,39,70%,Air Regional Connect,Hub-Regional,CRJ900
8770,2019-05-05,GRU,AJU,1.1,253.42,405.47,557.52,Normal,40,81%,Air Regional Connect,Hub-Regional,ATR72
8771,2023-03-07,POA,THE,2.3,443.61,709.78,975.94,Normal,13,89%,Air Regional Connect,Hub-Regional,ATR72
8772,2024-07-23,GRU,SOD,1.2,340.63,545.01,749.39,Alta,32,87%,Air Regional Connect,Hub-Regional,CRJ900
8773,2023-04-20,POA,UBA,1.1,176.44,282.3,388.17,Normal,40,90%,Air Regional Connect,Hub-Regional,E195
8774,2019-06-15,POA,TBT,2.4,563.6,901.76,1239.92,Alta,44,71%,Air Regional Connect,Hub-Regional,E195
8775,2023-10-22,FOR,BPS,2.0,429.95,687.92,945.89,Normal,44,86%,Air Regional Connect,Hub-Regional,ATR72
8776,2021-02-02,FOR,SDU,2.0,221.35,354.16,486.97,Normal,3,79%,Air Regional Connect,Hub-Regional,E195
8777,2023-11-17,GRU,VIX,2.3,436.85,698.96,961.07,Normal,41,76%,Air Regional Connect,Hub-Regional,E190
8778,2023-06-21,BSB,XAP,2.5,589.28,942.85,1296.42,Alta,19,76%,Air Regional Connect,Hub-Regional,E195
8779,2022-04-01,POA,UBA,2.4,562.6,900.16,1237.72,Normal,12,74%,Air Regional Connect,Hub-Regional,E190
8780,2019-02-11,RBR,QDV,2.1,426.7,682.72,938.74,Normal,14,71%,Air Regional Connect,Regional-Regional,E190
8781,2019-08-24,GRU,CGR,2.3,381.97,611.15,840.33,Normal,31,70%,Air Regional Connect,Hub-Regional,E190
8782,2022-09-01,IGZ,UBA,0.8,135.76,217.22,300.0,Normal,33,86%,Air Regional Connect,Regional-Regional,E190
8783,2024-12-24,REC,CGH,1.4,376.17,601.87,827.57,Alta,21,87%,Air Regional Connect,Hub-Regional,E195
8784,2020-10-20,REC,XAP,2.1,265.88,425.41,584.94,Normal,3,59%,Air Regional Connect,Hub-Regional,E195
8785,2023-03-23,BSB,XAP,1.6,368.91,590.26,811.6,Normal,18,87%,Air Regional Connect,Hub-Regional,E195
8786,2022-10-15,QDV,IGZ,2.1,540.33,864.53,1188.73,Normal,18,72%,Air Regional Connect,Regional-Regional,CRJ900
8787,2022-02-22,FOR,NVT,1.6,183.55,293.68,403.81,Normal,34,82%,Air Regional Connect,Hub-Regional,CRJ900
8788,2024-01-05,GRU,IGZ,1.2,227.27,363.63,499.99,Alta,42,76%,Air Regional Connect,Hub-Regional,E195
8789,2021-07-27,REC,AJU,1.6,383.84,614.14,844.45,Alta,18,73%,Air Regional Connect,Hub-Regional,ATR72
8790,2024-06-14,POA,BPS,2.1,486.73,778.77,1070.81,Alta,39,72%,Air Regional Connect,Hub-Regional,ATR72
8791,2022-02-07,POA,CGB,2.3,516.45,826.32,1136.19,Normal,9,72%,Air Regional Connect,Hub-Regional,E190
8792,2022-05-06,REC,CXJ,1.7,356.92,571.07,785.22,Normal,20,84%,Air Regional Connect,Hub-Regional,ATR72
8793,2022-08-03,GRU,IGZ,1.4,289.98,463.97,637.96,Normal,37,76%,Air Regional Connect,Hub-Regional,CRJ900
8794,2020-02-22,BSB,BPS,1.3,233.63,373.81,513.99,Normal,15,60%,Air Regional Connect,Hub-Regional,ATR72
8795,2020-11-05,BSB,QDV,2.1,270.31,432.5,594.68,Normal,29,67%,Air Regional Connect,Hub-Regional,E195
8796,2024-08-08,TBT,CGB,2.5,416.83,666.93,917.03,Normal,33,71%,Air Regional Connect,Regional-Regional,CRJ900
8797,2023-09-05,BSB,PLU,2.3,628.87,1006.19,1383.51,Normal,19,83%,Air Regional Connect,Hub-Regional,ATR72
8798,2024-02-14,FOR,CGR,0.8,120.0,200.0,300.0,Normal,18,71%,Air Regional Connect,Hub-Regional,E195
8799,2019-03-08,FOR,CGB,1.1,220.7,353.12,485.54,Normal,23,77%,Air Regional Connect,Hub-Regional,ATR72
8800,2019-05-19,AJU,QDV,0.9,173.67,277.87,382.07,Normal,15,72%,Air Regional Connect,Regional-Regional,E190
8801,2023-05-08,FOR,NVT,2.0,439.78,703.65,967.52,Normal,19,86%,Air Regional Connect,Hub-Regional,E190
8802,2019-03-08,POA,AJU,0.9,131.16,209.86,300.0,Normal,23,82%,Air Regional Connect,Hub-Regional,E190
8803,2021-12-17,BSB,CGR,1.4,193.51,309.62,425.72,Alta,7,79%,Air Regional Connect,Hub-Regional,E190
8804,2021-07-10,CGR,SDU,2.4,529.05,846.48,1163.91,Alta,12,67%,Air Regional Connect,Regional-Regional,E190
8805,2023-03-23,POA,PMW,0.8,154.65,247.44,340.23,Normal,23,71%,Air Regional Connect,Hub-Regional,ATR72
8806,2021-12-09,BSB,CGH,0.9,198.4,317.44,436.48,Alta,27,69%,Air Regional Connect,Hub-Regional,E190
8807,2024-06-01,FOR,TBT,2.2,374.39,599.02,823.66,Alta,12,87%,Air Regional Connect,Hub-Regional,ATR72
8808,2024-04-03,BSB,CGH,2.4,382.18,611.49,840.8,Normal,42,72%,Air Regional Connect,Hub-Regional,CRJ900
8809,2024-12-25,GRU,QDV,1.1,192.72,308.35,423.98,Alta,22,85%,Air Regional Connect,Hub-Regional,E195
8810,2023-11-14,NVT,CGH,1.8,448.79,718.06,987.34,Normal,6,83%,Air Regional Connect,Regional-Regional,ATR72
8811,2022-08-27,FOR,NVT,1.2,207.46,331.94,456.41,Normal,22,85%,Air Regional Connect,Hub-Regional,CRJ900
8812,2019-10-16,BSB,SLZ,1.0,217.61,348.18,478.74,Normal,25,75%,Air Regional Connect,Hub-Regional,E190
8813,2021-09-22,PMW,CGR,1.9,230.14,368.22,506.31,Normal,33,65%,Air Regional Connect,Regional-Regional,CRJ900
8814,2024-10-11,GRU,XAP,1.3,196.88,315.01,433.14,Normal,38,83%,Air Regional Connect,Hub-Regional,E195
8815,2021-10-12,CGB,PVH,1.2,186.44,298.3,410.17,Normal,27,66%,Air Regional Connect,Regional-Regional,E195
8816,2023-07-19,GRU,THE,1.5,355.44,568.7,781.97,Alta,38,78%,Air Regional Connect,Hub-Regional,ATR72
8817,2020-04-19,GRU,CGB,2.2,288.09,460.94,633.8,Normal,16,64%,Air Regional Connect,Hub-Regional,E190
8818,2024-07-03,CGH,BPS,1.4,403.35,645.36,887.37,Alta,19,76%,Air Regional Connect,Regional-Regional,ATR72
8819,2020-12-24,BSB,AJU,0.9,120.0,200.0,300.0,Alta,21,54%,Air Regional Connect,Hub-Regional,CRJ900
8820,2019-05-12,REC,XAP,1.0,242.28,387.65,533.02,Normal,26,84%,Air Regional Connect,Hub-Regional,CRJ900
8821,2023-04-13,BSB,CGR,2.1,447.85,716.56,985.27,Normal,35,85%,Air Regional Connect,Hub-Regional,E195
8822,2023-04-04,REC,CGH,2.0,320.26,512.42,704.57,Normal,21,77%,Air Regional Connect,Hub-Regional,ATR72
8823,2020-06-12,CGH,THE,1.0,217.76,348.42,479.07,Alta,23,53%,Air Regional Connect,Regional-Regional,ATR72
8824,2021-12-10,POA,TBT,2.1,420.74,673.18,925.63,Alta,41,68%,Air Regional Connect,Hub-Regional,E195
8825,2021-07-13,POA,UBA,1.9,342.26,547.62,752.97,Alta,18,65%,Air Regional Connect,Hub-Regional,ATR72
8826,2024-06-03,REC,CXJ,1.7,362.97,580.75,798.53,Alta,34,72%,Air Regional Connect,Hub-Regional,E190
8827,2020-02-02,PLU,TBT,1.6,164.41,263.06,361.7,Normal,44,70%,Air Regional Connect,Regional-Regional,CRJ900
8828,2020-02-11,PMW,NVT,1.4,214.97,343.95,472.93,Normal,17,68%,Air Regional Connect,Regional-Regional,CRJ900
8829,2021-02-14,BSB,NVT,2.1,480.97,769.55,1058.13,Normal,28,79%,Air Regional Connect,Hub-Regional,E195
8830,2021-08-05,FOR,PLU,1.5,323.52,517.63,711.74,Normal,7,74%,Air Regional Connect,Hub-Regional,CRJ900
8831,2022-12-06,GRU,XAP,0.8,136.19,217.9,300.0,Alta,30,76%,Air Regional Connect,Hub-Regional,ATR72
8832,2022-04-06,NVT,PVH,1.3,362.17,579.47,796.77,Normal,31,83%,Air Regional Connect,Regional-Regional,E195
8833,2024-03-24,RBR,CGR,1.7,234.39,375.02,515.66,Normal,39,82%,Air Regional Connect,Regional-Regional,E195
8834,2023-08-13,FOR,SLZ,1.4,324.97,519.95,714.93,Normal,9,86%,Air Regional Connect,Hub-Regional,ATR72
8835,2020-03-24,POA,SOD,2.1,372.12,595.39,818.66,Normal,26,57%,Air Regional Connect,Hub-Regional,ATR72
8836,2019-11-24,BSB,SLZ,0.9,202.37,323.79,445.21,Normal,40,71%,Air Regional Connect,Hub-Regional,ATR72
8837,2022-05-20,FOR,NVT,1.4,341.66,546.66,751.65,Normal,9,81%,Air Regional Connect,Hub-Regional,E195
8838,2022-10-22,BSB,NVT,1.7,347.92,556.67,765.42,Normal,23,82%,Air Regional Connect,Hub-Regional,E190
8839,2020-01-26,FOR,CGB,2.3,409.79,655.66,901.54,Alta,43,68%,Air Regional Connect,Hub-Regional,CRJ900
8840,2022-09-22,REC,CGH,2.5,456.15,729.84,1003.53,Normal,15,72%,Air Regional Connect,Hub-Regional,E195
8841,2023-12-20,POA,XAP,2.2,427.39,683.82,940.26,Alta,37,73%,Air Regional Connect,Hub-Regional,E195
8842,2019-07-19,GRU,SLZ,1.2,320.37,512.59,704.81,Alta,18,79%,Air Regional Connect,Hub-Regional,E195
8843,2024-05-17,REC,AJU,2.4,320.03,512.05,704.07,Normal,35,86%,Air Regional Connect,Hub-Regional,ATR72
8844,2021-11-21,REC,CGR,1.0,201.78,322.85,443.92,Normal,24,67%,Air Regional Connect,Hub-Regional,E190
8845,2022-06-21,GRU,SDU,2.0,361.89,579.02,796.16,Alta,3,75%,Air Regional Connect,Hub-Regional,ATR72
8846,2020-11-12,POA,VIX,2.3,400.5,640.8,881.1,Normal,34,52%,Air Regional Connect,Hub-Regional,ATR72
8847,2020-06-23,POA,PVH,2.3,494.93,791.89,1088.85,Alta,25,68%,Air Regional Connect,Hub-Regional,ATR72
8848,2023-04-02,POA,TBT,1.6,287.18,459.49,631.8,Normal,31,77%,Air Regional Connect,Hub-Regional,CRJ900
8849,2019-08-08,GRU,SLZ,1.0,215.4,344.64,473.88,Normal,21,87%,Air Regional Connect,Hub-Regional,E190
8850,2023-06-27,REC,RBR,2.0,561.48,898.37,1235.26,Alta,14,78%,Air Regional Connect,Hub-Regional,E190
8851,2023-07-10,POA,CGB,1.2,323.23,517.17,711.11,Alta,9,70%,Air Regional Connect,Hub-Regional,E190
8852,2020-02-02,FOR,UBA,2.4,290.27,464.43,638.59,Normal,10,53%,Air Regional Connect,Hub-Regional,CRJ900
8853,2023-07-04,GRU,RBR,1.8,475.93,761.49,1047.05,Alta,22,86%,Air Regional Connect,Hub-Regional,CRJ900
8854,2023-08-05,REC,JPA,2.0,241.06,385.7,530.33,Normal,17,87%,Air Regional Connect,Hub-Regional,CRJ900
8855,2024-08-20,GRU,CXJ,1.5,353.9,566.24,778.58,Normal,3,79%,Air Regional Connect,Hub-Regional,E190
8856,2024-12-14,REC,QDV,1.7,382.92,612.67,842.42,Alta,34,83%,Air Regional Connect,Hub-Regional,E190
8857,2022-11-05,GRU,SDU,2.4,337.95,540.72,743.49,Normal,39,80%,Air Regional Connect,Hub-Regional,E195
8858,2023-09-18,QDV,CGH,1.6,394.27,630.83,867.39,Normal,44,85%,Air Regional Connect,Regional-Regional,CRJ900
8859,2024-11-08,GRU,CGR,2.1,315.15,504.24,693.33,Normal,34,83%,Air Regional Connect,Hub-Regional,CRJ900
8860,2022-02-24,POA,THE,1.7,235.07,376.11,517.15,Normal,40,83%,Air Regional Connect,Hub-Regional,E190
8861,2021-07-12,QDV,THE,1.9,371.63,594.61,817.59,Alta,45,74%,Air Regional Connect,Regional-Regional,E190
8862,2021-09-26,JPA,SDU,2.4,285.27,456.43,627.59,Normal,11,76%,Air Regional Connect,Regional-Regional,ATR72
8863,2022-04-23,QDV,CXJ,0.9,132.7,212.32,300.0,Normal,30,84%,Air Regional Connect,Regional-Regional,E195
8864,2024-10-01,POA,CXJ,2.4,568.04,908.86,1249.69,Normal,37,84%,Air Regional Connect,Hub-Regional,E195
